Municipality code,Municipality,Population2007,Population2008,Population2009,Population2010,Population2011,Population2012,Population2013,Population2014,Population2015,Population2016,Population2017,Population2018,Population2019,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,Cases2015,Cases2016,Cases2017,Cases2018,Cases2019,Age0-4(%),Age5-14(%),Age15-29(%),Age>30(%),AfrocolombianPopulation(%),IndianPopulation(%),PeoplewithDisabilities(%),Peoplewhocannotreadorwrite(%),Secondary/HigherEducation(%),Employedpopulation(%),Unemployedpopulation(%),Peopledoinghousework(%),Retiredpeople(%),Men(%),Women(%),Householdswithoutwateraccess(%),Householdswithoutinternetaccess(%),Buildingstratification1(%),Buildingstratification2(%),Buildingstratification3(%),Buildingstratification4(%),Buildingstratification5(%),Buildingstratification6(%),NumberofhospitalsperKm2,NumberofhousesperKm2,TEMPERATURE_jan_07,TEMPERATURE_feb_07,TEMPERATURE_mar_07,TEMPERATURE_apr_07,TEMPERATURE_may_07,TEMPERATURE_jun_07,TEMPERATURE_jul_07,TEMPERATURE_aug_07,TEMPERATURE_sep_07,TEMPERATURE_oct_07,TEMPERATURE_nov_07,TEMPERATURE_dec_07,TEMPERATURE_jan_08,TEMPERATURE_feb_08,TEMPERATURE_mar_08,TEMPERATURE_apr_08,TEMPERATURE_may_08,TEMPERATURE_jun_08,TEMPERATURE_jul_08,TEMPERATURE_aug_08,TEMPERATURE_sep_08,TEMPERATURE_oct_08,TEMPERATURE_nov_08,TEMPERATURE_dec_08,TEMPERATURE_jan_09,TEMPERATURE_feb_09,TEMPERATURE_mar_09,TEMPERATURE_apr_09,TEMPERATURE_may_09,TEMPERATURE_jun_09,TEMPERATURE_jul_09,TEMPERATURE_aug_09,TEMPERATURE_sep_09,TEMPERATURE_oct_09,TEMPERATURE_nov_09,TEMPERATURE_dec_09,TEMPERATURE_jan_10,TEMPERATURE_feb_10,TEMPERATURE_mar_10,TEMPERATURE_apr_10,TEMPERATURE_may_10,TEMPERATURE_jun_10,TEMPERATURE_jul_10,TEMPERATURE_aug_10,TEMPERATURE_sep_10,TEMPERATURE_oct_10,TEMPERATURE_nov_10,TEMPERATURE_dec_10,TEMPERATURE_jan_11,TEMPERATURE_feb_11,TEMPERATURE_mar_11,TEMPERATURE_apr_11,TEMPERATURE_may_11,TEMPERATURE_jun_11,TEMPERATURE_jul_11,TEMPERATURE_aug_11,TEMPERATURE_sep_11,TEMPERATURE_oct_11,TEMPERATURE_nov_11,TEMPERATURE_dec_11,TEMPERATURE_jan_12,TEMPERATURE_feb_12,TEMPERATURE_mar_12,TEMPERATURE_apr_12,TEMPERATURE_may_12,TEMPERATURE_jun_12,TEMPERATURE_jul_12,TEMPERATURE_aug_12,TEMPERATURE_sep_12,TEMPERATURE_oct_12,TEMPERATURE_nov_12,TEMPERATURE_dec_12,TEMPERATURE_jan_13,TEMPERATURE_feb_13,TEMPERATURE_mar_13,TEMPERATURE_apr_13,TEMPERATURE_may_13,TEMPERATURE_jun_13,TEMPERATURE_jul_13,TEMPERATURE_aug_13,TEMPERATURE_sep_13,TEMPERATURE_oct_13,TEMPERATURE_nov_13,TEMPERATURE_dec_13,TEMPERATURE_jan_14,TEMPERATURE_feb_14,TEMPERATURE_mar_14,TEMPERATURE_apr_14,TEMPERATURE_may_14,TEMPERATURE_jun_14,TEMPERATURE_jul_14,TEMPERATURE_aug_14,TEMPERATURE_sep_14,TEMPERATURE_oct_14,TEMPERATURE_nov_14,TEMPERATURE_dec_14,TEMPERATURE_jan_15,TEMPERATURE_feb_15,TEMPERATURE_mar_15,TEMPERATURE_apr_15,TEMPERATURE_may_15,TEMPERATURE_jun_15,TEMPERATURE_jul_15,TEMPERATURE_aug_15,TEMPERATURE_sep_15,TEMPERATURE_oct_15,TEMPERATURE_nov_15,TEMPERATURE_dec_15,TEMPERATURE_jan_16,TEMPERATURE_feb_16,TEMPERATURE_mar_16,TEMPERATURE_apr_16,TEMPERATURE_may_16,TEMPERATURE_jun_16,TEMPERATURE_jul_16,TEMPERATURE_aug_16,TEMPERATURE_sep_16,TEMPERATURE_oct_16,TEMPERATURE_nov_16,TEMPERATURE_dec_16,TEMPERATURE_jan_17,TEMPERATURE_feb_17,TEMPERATURE_mar_17,TEMPERATURE_apr_17,TEMPERATURE_may_17,TEMPERATURE_jun_17,TEMPERATURE_jul_17,TEMPERATURE_aug_17,TEMPERATURE_sep_17,TEMPERATURE_oct_17,TEMPERATURE_nov_17,TEMPERATURE_dec_17,TEMPERATURE_jan_18,TEMPERATURE_feb_18,TEMPERATURE_mar_18,TEMPERATURE_apr_18,TEMPERATURE_may_18,TEMPERATURE_jun_18,TEMPERATURE_jul_18,TEMPERATURE_aug_18,TEMPERATURE_sep_18,TEMPERATURE_oct_18,TEMPERATURE_nov_18,TEMPERATURE_dec_18,PRECIPITATION_jan_07,PRECIPITATION_feb_07,PRECIPITATION_mar_07,PRECIPITATION_apr_07,PRECIPITATION_may_07,PRECIPITATION_jun_07,PRECIPITATION_jul_07,PRECIPITATION_aug_07,PRECIPITATION_sep_07,PRECIPITATION_oct_07,PRECIPITATION_nov_07,PRECIPITATION_dec_07,PRECIPITATION_jan_08,PRECIPITATION_feb_08,PRECIPITATION_mar_08,PRECIPITATION_apr_08,PRECIPITATION_may_08,PRECIPITATION_jun_08,PRECIPITATION_jul_08,PRECIPITATION_aug_08,PRECIPITATION_sep_08,PRECIPITATION_oct_08,PRECIPITATION_nov_08,PRECIPITATION_dec_08,PRECIPITATION_jan_09,PRECIPITATION_feb_09,PRECIPITATION_mar_09,PRECIPITATION_apr_09,PRECIPITATION_may_09,PRECIPITATION_jun_09,PRECIPITATION_jul_09,PRECIPITATION_aug_09,PRECIPITATION_sep_09,PRECIPITATION_oct_09,PRECIPITATION_nov_09,PRECIPITATION_dec_09,PRECIPITATION_jan_10,PRECIPITATION_feb_10,PRECIPITATION_mar_10,PRECIPITATION_apr_10,PRECIPITATION_may_10,PRECIPITATION_jun_10,PRECIPITATION_jul_10,PRECIPITATION_aug_10,PRECIPITATION_sep_10,PRECIPITATION_oct_10,PRECIPITATION_nov_10,PRECIPITATION_dec_10,PRECIPITATION_jan_11,PRECIPITATION_feb_11,PRECIPITATION_mar_11,PRECIPITATION_apr_11,PRECIPITATION_may_11,PRECIPITATION_jun_11,PRECIPITATION_jul_11,PRECIPITATION_aug_11,PRECIPITATION_sep_11,PRECIPITATION_oct_11,PRECIPITATION_nov_11,PRECIPITATION_dec_11,PRECIPITATION_jan_12,PRECIPITATION_feb_12,PRECIPITATION_mar_12,PRECIPITATION_apr_12,PRECIPITATION_may_12,PRECIPITATION_jun_12,PRECIPITATION_jul_12,PRECIPITATION_aug_12,PRECIPITATION_sep_12,PRECIPITATION_oct_12,PRECIPITATION_nov_12,PRECIPITATION_dec_12,PRECIPITATION_jan_13,PRECIPITATION_feb_13,PRECIPITATION_mar_13,PRECIPITATION_apr_13,PRECIPITATION_may_13,PRECIPITATION_jun_13,PRECIPITATION_jul_13,PRECIPITATION_aug_13,PRECIPITATION_sep_13,PRECIPITATION_oct_13,PRECIPITATION_nov_13,PRECIPITATION_dec_13,PRECIPITATION_jan_14,PRECIPITATION_feb_14,PRECIPITATION_mar_14,PRECIPITATION_apr_14,PRECIPITATION_may_14,PRECIPITATION_jun_14,PRECIPITATION_jul_14,PRECIPITATION_aug_14,PRECIPITATION_sep_14,PRECIPITATION_oct_14,PRECIPITATION_nov_14,PRECIPITATION_dec_14,PRECIPITATION_jan_15,PRECIPITATION_feb_15,PRECIPITATION_mar_15,PRECIPITATION_apr_15,PRECIPITATION_may_15,PRECIPITATION_jun_15,PRECIPITATION_jul_15,PRECIPITATION_aug_15,PRECIPITATION_sep_15,PRECIPITATION_oct_15,PRECIPITATION_nov_15,PRECIPITATION_dec_15,PRECIPITATION_jan_16,PRECIPITATION_feb_16,PRECIPITATION_mar_16,PRECIPITATION_apr_16,PRECIPITATION_may_16,PRECIPITATION_jun_16,PRECIPITATION_jul_16,PRECIPITATION_aug_16,PRECIPITATION_sep_16,PRECIPITATION_oct_16,PRECIPITATION_nov_16,PRECIPITATION_dec_16,PRECIPITATION_jan_17,PRECIPITATION_feb_17,PRECIPITATION_mar_17,PRECIPITATION_apr_17,PRECIPITATION_may_17,PRECIPITATION_jun_17,PRECIPITATION_jul_17,PRECIPITATION_aug_17,PRECIPITATION_sep_17,PRECIPITATION_oct_17,PRECIPITATION_nov_17,PRECIPITATION_dec_17,PRECIPITATION_jan_18,PRECIPITATION_feb_18,PRECIPITATION_mar_18,PRECIPITATION_apr_18,PRECIPITATION_may_18,PRECIPITATION_jun_18,PRECIPITATION_jul_18,PRECIPITATION_aug_18,PRECIPITATION_sep_18,PRECIPITATION_oct_18,PRECIPITATION_nov_18,PRECIPITATION_dec_18,2007/w01,2007/w02,2007/w03,2007/w04,2007/w05,2007/w06,2007/w07,2007/w08,2007/w09,2007/w10,2007/w11,2007/w12,2007/w13,2007/w14,2007/w15,2007/w16,2007/w17,2007/w18,2007/w19,2007/w20,2007/w21,2007/w22,2007/w23,2007/w24,2007/w25,2007/w26,2007/w27,2007/w28,2007/w29,2007/w30,2007/w31,2007/w32,2007/w33,2007/w34,2007/w35,2007/w36,2007/w37,2007/w38,2007/w39,2007/w40,2007/w41,2007/w42,2007/w43,2007/w44,2007/w45,2007/w46,2007/w47,2007/w48,2007/w49,2007/w50,2007/w51,2007/w52,2008/w01,2008/w02,2008/w03,2008/w04,2008/w05,2008/w06,2008/w07,2008/w08,2008/w09,2008/w10,2008/w11,2008/w12,2008/w13,2008/w14,2008/w15,2008/w16,2008/w17,2008/w18,2008/w19,2008/w20,2008/w21,2008/w22,2008/w23,2008/w24,2008/w25,2008/w26,2008/w27,2008/w28,2008/w29,2008/w30,2008/w31,2008/w32,2008/w33,2008/w34,2008/w35,2008/w36,2008/w37,2008/w38,2008/w39,2008/w40,2008/w41,2008/w42,2008/w43,2008/w44,2008/w45,2008/w46,2008/w47,2008/w48,2008/w49,2008/w50,2008/w51,2008/w52,2009/w01,2009/w02,2009/w03,2009/w04,2009/w05,2009/w06,2009/w07,2009/w08,2009/w09,2009/w10,2009/w11,2009/w12,2009/w13,2009/w14,2009/w15,2009/w16,2009/w17,2009/w18,2009/w19,2009/w20,2009/w21,2009/w22,2009/w23,2009/w24,2009/w25,2009/w26,2009/w27,2009/w28,2009/w29,2009/w30,2009/w31,2009/w32,2009/w33,2009/w34,2009/w35,2009/w36,2009/w37,2009/w38,2009/w39,2009/w40,2009/w41,2009/w42,2009/w43,2009/w44,2009/w45,2009/w46,2009/w47,2009/w48,2009/w49,2009/w50,2009/w51,2009/w52,2010/w01,2010/w02,2010/w03,2010/w04,2010/w05,2010/w06,2010/w07,2010/w08,2010/w09,2010/w10,2010/w11,2010/w12,2010/w13,2010/w14,2010/w15,2010/w16,2010/w17,2010/w18,2010/w19,2010/w20,2010/w21,2010/w22,2010/w23,2010/w24,2010/w25,2010/w26,2010/w27,2010/w28,2010/w29,2010/w30,2010/w31,2010/w32,2010/w33,2010/w34,2010/w35,2010/w36,2010/w37,2010/w38,2010/w39,2010/w40,2010/w41,2010/w42,2010/w43,2010/w44,2010/w45,2010/w46,2010/w47,2010/w48,2010/w49,2010/w50,2010/w51,2010/w52,2011/w01,2011/w02,2011/w03,2011/w04,2011/w05,2011/w06,2011/w07,2011/w08,2011/w09,2011/w10,2011/w11,2011/w12,2011/w13,2011/w14,2011/w15,2011/w16,2011/w17,2011/w18,2011/w19,2011/w20,2011/w21,2011/w22,2011/w23,2011/w24,2011/w25,2011/w26,2011/w27,2011/w28,2011/w29,2011/w30,2011/w31,2011/w32,2011/w33,2011/w34,2011/w35,2011/w36,2011/w37,2011/w38,2011/w39,2011/w40,2011/w41,2011/w42,2011/w43,2011/w44,2011/w45,2011/w46,2011/w47,2011/w48,2011/w49,2011/w50,2011/w51,2011/w52,2012/w01,2012/w02,2012/w03,2012/w04,2012/w05,2012/w06,2012/w07,2012/w08,2012/w09,2012/w10,2012/w11,2012/w12,2012/w13,2012/w14,2012/w15,2012/w16,2012/w17,2012/w18,2012/w19,2012/w20,2012/w21,2012/w22,2012/w23,2012/w24,2012/w25,2012/w26,2012/w27,2012/w28,2012/w29,2012/w30,2012/w31,2012/w32,2012/w33,2012/w34,2012/w35,2012/w36,2012/w37,2012/w38,2012/w39,2012/w40,2012/w41,2012/w42,2012/w43,2012/w44,2012/w45,2012/w46,2012/w47,2012/w48,2012/w49,2012/w50,2012/w51,2012/w52,2013/w01,2013/w02,2013/w03,2013/w04,2013/w05,2013/w06,2013/w07,2013/w08,2013/w09,2013/w10,2013/w11,2013/w12,2013/w13,2013/w14,2013/w15,2013/w16,2013/w17,2013/w18,2013/w19,2013/w20,2013/w21,2013/w22,2013/w23,2013/w24,2013/w25,2013/w26,2013/w27,2013/w28,2013/w29,2013/w30,2013/w31,2013/w32,2013/w33,2013/w34,2013/w35,2013/w36,2013/w37,2013/w38,2013/w39,2013/w40,2013/w41,2013/w42,2013/w43,2013/w44,2013/w45,2013/w46,2013/w47,2013/w48,2013/w49,2013/w50,2013/w51,2013/w52,2014/w01,2014/w02,2014/w03,2014/w04,2014/w05,2014/w06,2014/w07,2014/w08,2014/w09,2014/w10,2014/w11,2014/w12,2014/w13,2014/w14,2014/w15,2014/w16,2014/w17,2014/w18,2014/w19,2014/w20,2014/w21,2014/w22,2014/w23,2014/w24,2014/w25,2014/w26,2014/w27,2014/w28,2014/w29,2014/w30,2014/w31,2014/w32,2014/w33,2014/w34,2014/w35,2014/w36,2014/w37,2014/w38,2014/w39,2014/w40,2014/w41,2014/w42,2014/w43,2014/w44,2014/w45,2014/w46,2014/w47,2014/w48,2014/w49,2014/w50,2014/w51,2014/w52,2015/w01,2015/w02,2015/w03,2015/w04,2015/w05,2015/w06,2015/w07,2015/w08,2015/w09,2015/w10,2015/w11,2015/w12,2015/w13,2015/w14,2015/w15,2015/w16,2015/w17,2015/w18,2015/w19,2015/w20,2015/w21,2015/w22,2015/w23,2015/w24,2015/w25,2015/w26,2015/w27,2015/w28,2015/w29,2015/w30,2015/w31,2015/w32,2015/w33,2015/w34,2015/w35,2015/w36,2015/w37,2015/w38,2015/w39,2015/w40,2015/w41,2015/w42,2015/w43,2015/w44,2015/w45,2015/w46,2015/w47,2015/w48,2015/w49,2015/w50,2015/w51,2015/w52,2016/w01,2016/w02,2016/w03,2016/w04,2016/w05,2016/w06,2016/w07,2016/w08,2016/w09,2016/w10,2016/w11,2016/w12,2016/w13,2016/w14,2016/w15,2016/w16,2016/w17,2016/w18,2016/w19,2016/w20,2016/w21,2016/w22,2016/w23,2016/w24,2016/w25,2016/w26,2016/w27,2016/w28,2016/w29,2016/w30,2016/w31,2016/w32,2016/w33,2016/w34,2016/w35,2016/w36,2016/w37,2016/w38,2016/w39,2016/w40,2016/w41,2016/w42,2016/w43,2016/w44,2016/w45,2016/w46,2016/w47,2016/w48,2016/w49,2016/w50,2016/w51,2016/w52,2017/w01,2017/w02,2017/w03,2017/w04,2017/w05,2017/w06,2017/w07,2017/w08,2017/w09,2017/w10,2017/w11,2017/w12,2017/w13,2017/w14,2017/w15,2017/w16,2017/w17,2017/w18,2017/w19,2017/w20,2017/w21,2017/w22,2017/w23,2017/w24,2017/w25,2017/w26,2017/w27,2017/w28,2017/w29,2017/w30,2017/w31,2017/w32,2017/w33,2017/w34,2017/w35,2017/w36,2017/w37,2017/w38,2017/w39,2017/w40,2017/w41,2017/w42,2017/w43,2017/w44,2017/w45,2017/w46,2017/w47,2017/w48,2017/w49,2017/w50,2017/w51,2017/w52,2018/w01,2018/w02,2018/w03,2018/w04,2018/w05,2018/w06,2018/w07,2018/w08,2018/w09,2018/w10,2018/w11,2018/w12,2018/w13,2018/w14,2018/w15,2018/w16,2018/w17,2018/w18,2018/w19,2018/w20,2018/w21,2018/w22,2018/w23,2018/w24,2018/w25,2018/w26,2018/w27,2018/w28,2018/w29,2018/w30,2018/w31,2018/w32,2018/w33,2018/w34,2018/w35,2018/w36,2018/w37,2018/w38,2018/w39,2018/w40,2018/w41,2018/w42,2018/w43,2018/w44,2018/w45,2018/w46,2018/w47,2018/w48,2018/w49,2018/w50,2018/w51,2018/w52,2019/w01,2019/w02,2019/w03,2019/w04,2019/w05,2019/w06,2019/w07,2019/w08,2019/w09,2019/w10,2019/w11,2019/w12,2019/w13,2019/w14,2019/w15,2019/w16,2019/w17,2019/w18,2019/w19,2019/w20,2019/w21,2019/w22,2019/w23,2019/w24,2019/w25,2019/w26,2019/w27,2019/w28,2019/w29,2019/w30,2019/w31,2019/w32,2019/w33,2019/w34,2019/w35,2019/w36,2019/w37,2019/w38,2019/w39,2019/w40,2019/w41,2019/w42,2019/w43,2019/w44,2019/w45,2019/w46,2019/w47,2019/w48,2019/w49,2019/w50,2019/w51,2019/w52
5001,Medellín,2286126,2309689,2331389,2353410,2379920,2410046,2428850,2436071,2431666,2420516,2414616,2427129,2483545,5,902,413,15570,802,713,2342,3161,3785,17306,2100,1172,1276,5.16,11.96,26.71,56.16,2.51,0.09,6.27,3.17,67.43,43.23,5.64,13.91,5.47,47.01,52.99,1.44,29.47,12.1117,31.2817,26.0471,9.0279,6.4855,3.7062,1.5552629999999998,2102.057895,21.0092830657959,20.9829254150391,21.425910949707,21.2370319366455,21.322522163391103,21.2431755065918,21.686978340148897,20.8663940429688,20.7055358886719,19.954406261444102,20.16526222229,20.2003288269043,20.5455689430237,20.715390682220495,20.8684458732605,21.0343399047852,20.722520828247102,20.963748455047604,21.0548596382141,20.8694314956665,20.8001532554626,20.0544066429138,20.0206441879272,19.9250683784485,20.5160541534424,20.5299735069275,20.278254032135,21.0676741600037,21.1570706367493,21.1798071861267,21.6736097335815,21.9327993392944,21.848070144653303,21.0984172821045,21.300679206848105,21.6294956207275,21.957200050354,22.0087933540344,23.0559453964233,22.064983367919897,21.8275566101074,21.4643564224243,21.303644657135,21.468216419220003,20.7126531600952,20.5556216239929,19.8367033004761,20.3009362220764,20.8931384086609,20.9245920181274,20.644660949707,20.8045663833618,21.256463050842303,21.4283323287964,21.582811355590803,21.7988586425781,21.2447719573975,20.200500011444102,20.454237461090106,20.7363538742065,21.2887105941772,20.8284120559692,21.272264480590803,20.9953641891479,21.537712097168,21.759841918945305,22.0857629776001,21.765525817871104,21.6314029693604,20.921941757202102,20.719168186187694,21.1544952392578,21.5749959945679,21.4290189743042,22.172872543335,22.022708892822298,21.401948928833,21.775293350219695,21.983678817749,21.6003341674805,21.3465943336487,21.063607692718502,20.767346382141103,20.901544570922898,21.4782938957214,21.5114841461182,21.9053373336792,22.090331077575694,21.4379730224609,22.060449600219695,22.637585639953603,22.0667409896851,21.629320144653303,20.988000869751,21.0688219070435,21.3217697143555,21.5782942771912,21.960876464843803,21.7053375244141,21.889722824096697,21.9558544158936,21.9910926818848,22.4197034835815,22.6625738143921,22.125761032104503,21.5502395629883,21.2006788253784,22.0834007263184,22.354769706726103,22.6933422088623,22.0109806060791,22.4543056488037,22.2025566101074,22.1604499816895,22.1717872619629,22.6003351211548,21.6453790664673,21.3013687133789,20.7652626037598,20.966388702392603,20.7753419876099,21.2567105293274,21.156813621521,21.9263544082642,21.574604988098105,21.4643564224243,22.1515617370605,21.2206473350525,21.848070144653303,21.0552749633789,20.936095714569102,20.836353302002,20.9797692298889,21.18084192276,21.726171493530305,21.1242713928223,21.0373649597168,21.4571514129639,21.9521684646606,21.7194323539734,21.3472018241882,20.748416423797604,20.8867034912109,20.9363527297974,65.41139984130861,49.307403564453104,195.45246887207,291.927124023438,345.5325012207029,157.963027954102,386.515533447266,230.007415771484,234.679382324219,320.929840087891,275.3212890625,184.041061401367,86.0910491943359,131.370422363281,140.433242797852,246.781661987305,1033.19201660156,248.03678894043,390.182495117188,332.141723632812,226.30613708496105,302.420684814453,295.516662597656,223.920043945312,133.955581665039,130.186416625977,241.387420654297,177.008193969727,250.477355957031,224.56672668457,148.674896240234,255.542785644531,211.922561645508,331.874114990234,194.040817260742,128.476959228516,18.4387092590332,72.64306640625,146.27307128906202,337.406646728516,401.518890380859,274.525177001953,246.552337646484,212.36376953125,314.211975097656,280.631072998047,428.384368896484,293.944458007812,108.024269104004,169.731292724609,200.14549255371105,610.444641113281,286.312774658203,369.1811218261721,222.02491760253895,198.846771240234,293.925140380859,406.02197265625,321.28070068359403,301.515167236328,143.996337890625,84.4484786987305,182.468307495117,333.66424560546903,231.788162231445,155.533584594727,157.200622558594,197.431381225586,156.63513183593798,292.931701660156,221.520599365234,182.052536010742,46.715991973877,178.486541748047,158.601638793945,183.155517578125,355.801361083984,179.532989501953,78.5418167114258,294.576141357422,216.358505249023,264.086547851562,274.007232666016,182.512573242188,98.91336059570308,123.720726013184,172.762939453125,232.784515380859,265.826416015625,168.794586181641,92.5449447631836,175.208908081055,226.819976806641,269.6015625,274.82501220703097,171.785781860352,101.824607849121,90.6879196166992,189.173370361328,192.881774902344,174.196670532227,87.7343063354492,151.203384399414,176.984466552734,179.24195861816398,213.469482421875,184.867233276367,49.6360893249512,67.45059204101561,46.29345703125,126.497833251953,249.590606689453,233.860794067383,118.415252685547,177.19714355468798,235.356658935547,266.614624023438,252.005187988281,127.503547668457,149.539245605469,93.14260864257808,111.025299072266,113.966262817383,218.512985229492,192.741973876953,185.905487060547,109.116790771484,323.284515380859,248.888854980469,318.701873779297,245.842239379883,152.662017822266,131.17672729492202,86.1315536499023,140.323318481445,267.799438476562,418.379302978516,219.436752319336,180.841247558594,200.803131103516,294.88861083984403,302.15130615234403,276.91455078125,67.5279998779297,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,24,21,18,15,17,17,18,22,25,16,15,20,16,17,18,12,16,12,19,12,20,21,23,15,13,7,15,15,17,10,15,21,12,23,16,22,14,16,18,22,19,15,25,23,10,19,15,17,13,19,16,4,4,3,2,3,1,1,3,1,1,2,4,0,2,3,2,0,1,0,5,5,5,7,6,3,6,7,8,5,6,6,5,14,10,10,7,6,10,25,20,18,15,13,11,13,15,12,26,16,24,21,16,30,36,37,46,83,83,96,95,115,110,136,133,168,234,314,445,511,562,645,731,699,734,820,782,655,651,572,537,522,447,536,493,493,448,409,347,263,290,209,164,166,127,121,80,89,67,42,44,46,47,33,27,38,29,29,26,19,14,13,14,19,14,9,14,7,15,18,16,16,9,12,15,22,14,22,18,18,21,26,19,11,9,16,12,12,15,20,9,10,14,14,7,14,12,9,12,6,7,11,9,14,14,17,22,16,14,18,12,13,8,4,12,15,14,16,13,8,18,10,9,10,10,15,13,9,9,19,8,15,13,13,13,13,15,12,13,13,17,10,24,18,18,15,16,21,22,15,14,14,12,16,25,10,17,11,5,29,46,31,37,41,41,32,39,50,43,46,52,38,58,59,53,48,45,41,62,46,60,61,66,68,46,51,63,45,46,30,41,44,54,36,40,34,39,41,43,42,48,48,40,48,37,46,41,38,48,38,23,49,57,61,59,39,38,40,33,30,25,37,32,29,34,32,27,43,44,35,29,29,28,45,44,31,44,77,56,69,76,112,97,98,82,88,126,123,117,112,96,95,68,89,76,68,68,57,44,74,61,75,63,104,75,58,49,55,37,40,31,45,27,34,36,31,34,31,19,16,30,28,30,24,26,45,57,38,69,65,52,70,46,49,58,73,72,67,104,105,119,118,103,116,129,123,103,121,105,97,135,130,147,188,221,235,274,252,262,274,266,234,258,272,189,237,272,342,303,372,353,343,417,447,464,467,474,515,527,527,514,592,526,461,478,501,488,539,466,400,378,342,328,354,263,262,255,226,185,184,192,181,143,116,124,122,110,89,99,78,69,57,52,47,51,50,48,40,42,41,56,43,57,38,37,40,46,47,42,33,39,24,38,51,50,38,36,38,27,14,44,29,31,39,37,42,31,29,27,27,24,27,22,28,21,30,14,22,19,16,35,26,26,30,22,23,21,25,22,14,24,20,24,22,22,20,24,20,21,17,19,23,22,23,23,27,35,22,19,20,22,18,25,27,25,12,22,22,27,23,24,24,17,20,15,41,28,12,27,17,17,23,30,24,11,17,19,19,9,18,15,14,12,21,18,11,18,28,22,16,26,27,24,32,25,25,23,39,28,37,23,25,36,34,40,43,28,30,49,45,35,29,26,29,17,35,16,21,15,20,30,14,5
