ID,REG,DATE,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR,CASES
663,jak-pus,14-09-2021,24.8,27.6,25.8,89.0,36.7,5.5,4.0,260.0,1.0,C ,2.0
664,jak-pus,14-09-2022,25.4,32.6,28.9,69.0,-,4.2,6.0,320.0,1.0,C ,3.0
665,jak-pus,14-09-2023,25,33.6,29.2,64.0,-,7.0,7.0,330.0,1.0,C ,1.0
666,jak-pus,14-09-2024,25.0,33.6,28.9,66.0,0.0,5.8,7.0,340.0,1.0,C,3.0
667,jak-pus,14-10-2021,25.8,33.2,29.5,72.0,-,7.0,8.0,330.0,2.0,C ,4.0
668,jak-pus,14-10-2022,24.6,32.4,28.9,70.0,21,4.7,8.0,320.0,2.0,C ,2.0
669,jak-pus,14-10-2023,28,33.6,30.3,65.0,0,7.0,7.0,320.0,2.0,C ,1.0
670,jak-pus,14-10-2024,27.2,32.4,29.6,73.0,0.0,0.4,4.0,340.0,1.0,C,3.0
671,jak-pus,14-11-2021,25.4,34.6,29.4,76.0,30.3,1.7,5.0,250.0,1.0,C ,0.0
672,jak-pus,14-11-2022,24.2,32.8,28.3,78.0,-,0.0,7.0,317.0,1.0,C ,4.0
673,jak-pus,14-11-2023,28,34.4,29.7,76.0,8888,8,5.0,320.0,1.0,C ,1.0
674,jak-pus,14-11-2024,26.0,34.6,30.0,76.0,0.0,4.6,5.0,320.0,1.0,C,1.0
675,jak-pus,14-12-2021,26.8,31.6,28.6,82.0,-,7.0,8.0,340.0,2.0,C ,8.0
676,jak-pus,14-12-2022,26.8,32.0,28.1,77.0,0,3.7,4.0,316.0,1.0,C ,7.0
677,jak-pus,14-12-2023,26.8,33.8,30.6,69.0,0,6.8,7.0,320.0,2.0,C ,1.0
678,jak-pus,14-12-2024,27.0,32.2,28.4,75.0,0.0,3.1,7.0,220.0,2.0,W,5.0
679,jak-pus,15-01-2021,25,29.8,27.9,79.0,8888,0,5.0,300.0,2.0,C ,1.0
680,jak-pus,15-01-2022,24.6,29.4,26.7,86.0,4,0.6,5.0,340.0,1.0,C ,2.0
681,jak-pus,15-01-2023,26.4,34.8,29.8,69.0,0,6.4,4.0,260.0,2.0,NW,3.0
682,jak-pus,15-01-2024,26.0,31.4,29.4,74.0,-,3.9,6.0,340.0,2.0,NW,5.0
683,jak-pus,15-02-2021,25.2,30.6,27.4,86.0,11.8,1.2,7.0,340.0,2.0,C ,0.0
684,jak-pus,15-02-2022,24.2,32.6,27.1,88.0,23.5,0.1,5.0,300.0,1.0,C ,3.0
685,jak-pus,15-02-2023,25.8,31.0,28.1,74.0,8888,0.9,5.0,320.0,1.0,C ,11.0
686,jak-pus,15-02-2024,25.6,31.4,28.5,85.0,3,2.1,5.0,300.0,1.0,C ,5.0
687,jak-pus,15-03-2021,25,30.2,27.6,84.0,5.2,4.8,4.0,250.0,1.0,C ,0.0
688,jak-pus,15-03-2022,-,30.2,27.5,85.0,2.5,6.0,3.0,100.0,1.0,C ,11.0
689,jak-pus,15-03-2023,24.4,28.4,25.5,90.0,11,0,4.0,320.0,1.0,C ,7.0
690,jak-pus,15-03-2024,24.6,30.8,27.4,83.0,31.8,0.0,5.0,270.0,1.0,C ,20.0
691,jak-pus,15-04-2021,25.0,31.8,27.3,82.0,3.4,5.6,3.0,320.0,1.0,C ,1.0
692,jak-pus,15-04-2022,26.0,34.0,29.9,81.0,-,6.0,5.0,320.0,1.0,C ,9.0
693,jak-pus,15-04-2023,25.0,32.0,28.3,81,66.6,5.8,6.0,310.0,1.0,C ,3.0
694,jak-pus,15-04-2024,-,33.6,30.1,75.0,1,5.5,3.0,60.0,1.0,C ,15.0
695,jak-pus,15-05-2021,26,33.4,29.8,72.0,-,5.5,3.0,70.0,1.0,C ,1.0
696,jak-pus,15-05-2022,26.8,34.2,29.0,82.0,0,1.5,3.0,340.0,1.0,C ,6.0
697,jak-pus,15-05-2023,26.2,32.4,28.7,72.0,0,6.0,6.0,314.0,1.0,C ,4.0
698,jak-pus,15-05-2024,27,34,30.7,71.0,28.5,0.0,4.0,360.0,1.0,C ,18.0
699,jak-pus,15-06-2021,26.2,32.5,28.1,78.0,0.4,2.5,5.0,290.0,2.0,C ,1.0
700,jak-pus,15-06-2022,25,30.6,27.5,82.0,-,1.3,0.0,0.0,0.0,C ,6.0
701,jak-pus,15-06-2023,27,33.4,29.5,74.0,0,2.4,4.0,320.0,1.0,C ,4.0
702,jak-pus,15-06-2024,26,33.2,28.9,78.0,-,6.8,5.0,340.0,2.0,NW,6.0
703,jak-pus,15-07-2021,25.6,32.0,28.3,75.0,8888,1.4,7.0,320.0,1.0,C ,0.0
704,jak-pus,15-07-2022,26.4,32.8,29.3,76.0,-,6,4.0,100.0,1.0,C ,11.0
705,jak-pus,15-07-2023,26,32.6,28.9,73.0,0,4,8.0,320.0,2.0,C ,2.0
706,jak-pus,15-07-2024,24.2,32.8,27.4,68,0,7,4.0,330.0,1.0,C,2.0
707,jak-pus,15-08-2021,25.8,34.4,29.6,68.0,-,6.3,5.0,80.0,2.0,C ,0.0
708,jak-pus,15-08-2022,26.8,32.2,29.0,76,0,6.7,6.0,320.0,1.0,C ,3.0
709,jak-pus,15-08-2023,26,32.2,28.4,74.0,0,7.0,3.0,40.0,1.0,C ,3.0
710,jak-pus,15-08-2024,26.2,33.4,29.2,69.0,0.0,7.3,6.0,320.0,1.0,C,1.0
711,jak-pus,15-09-2021,24.0,31.8,28.0,82.0,5.7,0,7.0,340.0,2.0,C ,0.0
712,jak-pus,15-09-2022,25,33.2,28.6,72.0,-,2.0,6.0,320.0,1.0,C ,2.0
713,jak-pus,15-09-2023,26,34.2,29.5,65.0,0,8.2,3.0,40.0,1.0,C ,2.0
714,jak-pus,15-09-2024,25.0,33.6,28.8,69.0,0.0,5.0,4.0,340.0,1.0,C,1.0
715,jak-pus,15-10-2021,27.8,34.2,30.2,71.0,0,2.7,5.0,330.0,1.0,C ,1.0
716,jak-pus,15-10-2022,26.6,31.8,27.8,82.0,0,7.5,3.0,320.0,0.0,C ,5.0
717,jak-pus,15-10-2023,27.4,36.0,30.8,61.0,-,6.0,5.0,60.0,1.0,C ,2.0
718,jak-pus,15-10-2024,27.0,33.2,28.9,73.0,2.2,2.5,3.0,240.0,1.0,C,1.0
719,jak-pus,15-11-2021,26.0,29.6,27.7,80.0,1,3.0,4.0,270.0,2.0,W ,4.0
720,jak-pus,15-11-2022,24.8,32.4,29.0,73.0,0.5,2.9,5.0,320.0,1.0,C ,7.0
721,jak-pus,15-11-2023,25.2,33.4,29.6,74.0,39,0,4.0,320.0,1.0,C ,5.0
722,jak-pus,15-11-2024,27.2,34.4,30.0,73.0,0.0,5.0,4.0,10.0,1.0,C,3.0
723,jak-pus,15-12-2021,26.8,31.4,28.5,78.0,7.4,0.3,4.0,250.0,1.0,C ,1.0
724,jak-pus,15-12-2022,26.6,34.8,30.3,65.0,-,2.0,5.0,316.0,1.0,C ,5.0
725,jak-pus,15-12-2023,25.0,33.4,30.4,65.0,-,7.6,4.0,330.0,1.0,C ,3.0
726,jak-pus,15-12-2024,27.2,32.8,28.3,78.0,0.0,0.2,3.0,300.0,1.0,C,2.0
727,jak-pus,16-01-2021,25.6,34.2,29.2,70.0,-,0.4,10.0,260.0,2.0,W ,1.0
728,jak-pus,16-01-2022,25.0,29.0,27.4,87.0,0,0.4,6.0,320.0,2.0,C ,4.0
729,jak-pus,16-01-2023,26.4,32.4,28.9,70.0,-,6.5,4.0,320.0,1.0,C ,3.0
730,jak-pus,16-01-2024,27.2,34.6,30.2,69.0,0,3.2,9.0,320.0,2.0,W ,3.0
731,jak-pus,16-02-2021,24.2,28.2,25.5,95.0,59,4.1,3.0,330.0,1.0,C ,0.0
732,jak-pus,16-02-2022,25.0,32.6,28.4,77.0,2.4,2.2,5.0,340.0,1.0,C ,6.0
733,jak-pus,16-02-2023,26.2,31.2,27.1,82.0,9.5,1.8,3.0,316.0,1.0,C ,2.0
734,jak-pus,16-02-2024,26.4,30.0,28.1,85.0,7.5,0.8,8.0,320.0,2.0,C ,9.0
735,jak-pus,16-03-2021,25,32.2,27.8,82.0,-,0.0,5.0,310.0,1.0,C ,2.0
736,jak-pus,16-03-2022,25.2,33.4,28.7,77.0,6.2,0.0,5.0,330.0,1.0,C ,5.0
737,jak-pus,16-03-2023,24.4,31.2,27.4,82.0,2.4,0,5.0,320.0,1.0,C ,7.0
738,jak-pus,16-03-2024,24,30,26,91.0,6.5,0.0,2.0,330.0,1.0,C ,18.0
739,jak-pus,16-04-2021,25.4,31.8,28.3,78.0,2.7,5.5,5.0,230.0,1.0,C ,3.0
740,jak-pus,16-04-2022,25.0,32.8,29.2,75.0,-,7.4,5.0,310.0,1.0,C ,7.0
741,jak-pus,16-04-2023,25.8,33.4,28.9,80,2,6.8,3.0,270.0,1.0,C ,2.0
742,jak-pus,16-04-2024,26.4,34.6,30.9,74.0,-,4.5,4.0,150.0,1.0,C ,26.0
743,jak-pus,16-05-2021,27.6,33.4,30.1,72.0,0,6.8,3.0,300.0,1.0,C ,2.0
744,jak-pus,16-05-2022,26.0,33.8,28.6,78.0,6.5,6.0,6.0,330.0,1.0,C ,8.0
745,jak-pus,16-05-2023,26.8,33.6,29.7,70.0,0,6.6,4.0,315.0,0.0,C ,5.0
746,jak-pus,16-05-2024,-,34.2,30.4,73.0,-,4.5,5.0,360.0,1.0,C ,23.0
747,jak-pus,16-06-2021,25,31.2,28.1,80.0,-,2,3.0,80.0,1.0,C ,3.0
748,jak-pus,16-06-2022,24.6,29.8,26.7,86.0,4,0,2.0,80.0,0.0,C ,3.0
749,jak-pus,16-06-2023,25.4,32.2,26.2,94.0,0,2.0,2.0,140.0,0.0,C ,3.0
750,jak-pus,16-06-2024,24.2,30.4,28.2,82.0,65.6,3.0,3.0,310.0,1.0,C ,7.0
751,jak-pus,16-07-2021,25.8,33.0,28.7,68.0,0,4.6,3.0,140.0,1.0,C ,1.0
752,jak-pus,16-07-2022,23.6,30.0,25.7,84.0,36,7,3.0,290.0,1.0,C ,1.0
753,jak-pus,16-07-2023,25.6,32.8,28.9,74.0,0,5,4.0,320.0,1.0,C ,5.0
754,jak-pus,16-07-2024,24.2,34.6,28.6,66,0,7,5.0,350.0,1.0,C,4.0
755,jak-pus,16-08-2021,26.4,33.6,29.4,67.0,-,6.4,5.0,80.0,2.0,C ,0.0
756,jak-pus,16-08-2022,27.0,32.4,28.9,74,8888,2.5,5.0,260.0,1.0,C ,4.0
757,jak-pus,16-08-2023,26.4,33.6,28.8,72.0,-,7.0,4.0,320.0,1.0,C ,1.0
758,jak-pus,16-08-2024,27.0,33.4,29.0,69.0,0.0,6.5,4.0,290.0,1.0,C,6.0
759,jak-pus,16-09-2021,25.0,33.6,29.2,77.0,-,5.6,5.0,350.0,2.0,C ,2.0
760,jak-pus,16-09-2022,26.4,33.2,29.4,66.0,0,6.2,8.0,340.0,1.0,C ,2.0
761,jak-pus,16-09-2023,26.4,33.4,29.3,68.0,0,9.0,4.0,310.0,1.0,C ,0.0
762,jak-pus,16-09-2024,26.2,33.6,29.0,67.0,0.0,7.9,5.0,310.0,2.0,C,1.0
763,jak-pus,16-10-2021,26.8,33.6,30.1,70.0,-,5.0,5.0,340.0,2.0,C ,1.0
764,jak-pus,16-10-2022,25.8,31.6,27.8,82.0,12.2,2.5,4.0,310.0,1.0,C ,1.0
765,jak-pus,16-10-2023,27.6,35.0,30.1,69.0,0,5.7,8.0,320.0,1.0,C ,2.0
766,jak-pus,16-10-2024,26.8,34.6,30.0,72.0,0.0,3.0,4.0,330.0,1.0,C,0.0
767,jak-pus,16-11-2021,26.6,33.6,29.8,67.0,8888,0.0,4.0,270.0,1.0,C ,1.0
768,jak-pus,16-11-2022,27.0,-,28.7,76.0,0,3.0,7.0,317.0,2.0,NW,3.0
769,jak-pus,16-11-2023,26.2,34.2,29.7,74.0,-,4.2,6.0,320.0,2.0,C ,2.0
770,jak-pus,16-11-2024,27.8,32.4,28.6,84.0,1.0,3.5,4.0,320.0,1.0,C,0.0
771,jak-pus,16-12-2021,26.8,32.6,28.1,82.0,8888,2.0,5.0,330.0,1.0,C ,1.0
772,jak-pus,16-12-2022,25.0,32.0,28.4,73.0,-,6.0,6.0,320.0,1.0,C ,3.0
773,jak-pus,16-12-2023,26.4,33.6,30.3,64.0,0,5.2,5.0,310.0,2.0,C ,1.0
774,jak-pus,16-12-2024,25.2,31.0,28.4,79.0,18.5,0.3,4.0,220.0,1.0,C,4.0
775,jak-pus,17-01-2021,25.6,30.4,27.9,82.0,0,5.5,6.0,310.0,2.0,NW,0.0
776,jak-pus,17-01-2022,25.2,30.8,28.1,82.0,12.8,0.0,6.0,330.0,1.0,C ,8.0
777,jak-pus,17-01-2023,26,29.4,27.6,77.0,-,1.2,5.0,290.0,1.0,C ,5.0
778,jak-pus,17-01-2024,27.2,32.0,28.4,80.0,-,5.6,4.0,320.0,1.0,C ,1.0
779,jak-pus,17-02-2021,23.8,29.0,26.0,85.0,72.8,0.0,5.0,340.0,1.0,C ,1.0
780,jak-pus,17-02-2022,24.8,31.0,27.3,85.0,47.5,7.8,4.0,310.0,1.0,C ,6.0
781,jak-pus,17-02-2023,25,29.8,27.0,81.0,31,1.8,4.0,320.0,1.0,C ,7.0
782,jak-pus,17-02-2024,25.0,31.0,28.3,82.0,18.4,0.2,4.0,300.0,1.0,C ,5.0
783,jak-pus,17-03-2021,24.8,32.0,28.1,76.0,13.6,4.0,8.0,320.0,2.0,C ,0.0
785,jak-pus,17-03-2022,25.6,32.0,28.7,84.0,0.2,6.2,7.0,330.0,1.0,C ,9.0
786,jak-pus,17-03-2023,25.2,32.4,28.6,75.0,-,8,9.0,310.0,2.0,C ,5.0
787,jak-pus,17-03-2024,-,29,27,85.0,19,1.0,4.0,230.0,2.0,W ,15.0
788,jak-pus,17-04-2021,26.0,31.4,27.6,84.0,-,6.8,5.0,320.0,1.0,C ,0.0
789,jak-pus,17-04-2022,26.6,33.2,29.7,77.0,0.6,7.5,3.0,340.0,1.0,C ,9.0
790,jak-pus,17-04-2023,26.8,33.4,29.3,76,12,5.5,3.0,250.0,1.0,C ,6.0
791,jak-pus,17-04-2024,26,33.4,28.8,81.0,-,3.5,8.0,330.0,2.0,C ,28.0
792,jak-pus,17-05-2021,28,33.0,29.8,75.0,0,6.4,7.0,320.0,2.0,C ,3.0
793,jak-pus,17-05-2022,26.6,33.2,29.5,78.0,8888,5.7,6.0,340.0,1.0,C ,15.0
794,jak-pus,17-05-2023,27,33.6,29.6,71.0,0,7.5,5.0,320.0,1.0,C ,4.0
795,jak-pus,17-05-2024,-,34.6,30.4,70.0,-,5.5,3.0,70.0,1.0,C ,16.0
796,jak-pus,17-06-2021,25.4,30.8,27.8,83.0,1.4,2,4.0,310.0,1.0,C ,3.0
797,jak-pus,17-06-2022,24.8,29.0,27.1,86.0,0,1,2.0,40.0,0.0,C ,10.0
798,jak-pus,17-06-2023,24.6,32.0,27.9,81.0,29.3,0.0,4.0,310.0,1.0,C ,4.0
799,jak-pus,17-06-2024,25,32.4,29.7,75.0,0,1.7,5.0,320.0,2.0,C ,10.0
800,jak-pus,17-07-2021,26,34.0,29.2,69.0,0,5.5,4.0,330.0,1.0,C ,0.0
802,jak-pus,17-07-2022,23,31.4,27.9,79.0,11.8,1,6.0,70.0,1.0,C ,7.0
803,jak-pus,17-07-2023,26.6,33.4,29.3,68.0,0,5.6,3.0,80.0,1.0,C ,3.0
804,jak-pus,17-07-2024,24,33.2,28.5,72,0,7,4.0,50.0,2.0,E,7.0
805,jak-pus,17-08-2021,27,32.6,29.3,71.0,0,7.5,6.0,350.0,1.0,C ,0.0
806,jak-pus,17-08-2022,25.4,32.6,28.6,79,6.4,2.6,6.0,120.0,1.0,C ,3.0
807,jak-pus,17-08-2023,25,32.4,28.2,70.0,-,5.5,7.0,350.0,1.0,C ,1.0
808,jak-pus,17-08-2024,27.0,33.2,29.4,69.0,0.0,4.5,5.0,320.0,1.0,C,2.0
809,jak-pus,17-09-2021,26.6,34.2,29.7,72.0,0,9.7,4.0,140.0,2.0,C ,2.0
810,jak-pus,17-09-2022,26.2,32.4,29.2,73.0,0,4.2,4.0,330.0,1.0,C ,4.0
811,jak-pus,17-09-2023,26.6,33.0,29.1,70.0,0,8.0,6.0,340.0,1.0,C ,3.0
812,jak-pus,17-09-2024,26.8,33.6,28.8,65.0,0.0,6.5,4.0,310.0,2.0,NW,1.0
813,jak-pus,17-10-2021,26,33.8,30.4,72.0,-,5.7,3.0,310.0,1.0,C ,1.0
814,jak-pus,17-10-2022,25.8,32.4,28.6,80.0,-,3.1,2.0,310.0,0.0,C ,1.0
815,jak-pus,17-10-2023,28,36.6,31.8,60.0,0,8.0,9.0,100.0,2.0,C ,4.0
816,jak-pus,17-10-2024,25.0,34.0,29.1,62.0,0.0,7.3,5.0,330.0,1.0,C,1.0
817,jak-pus,17-11-2021,26.4,34.0,30.0,71.0,2.4,3.0,4.0,250.0,1.0,C ,2.0
818,jak-pus,17-11-2022,24.8,28,26.1,89.0,42.4,4.2,6.0,320.0,1.0,C ,2.0
819,jak-pus,17-11-2023,26,33.4,29.8,75.0,11,7.6,4.0,20.0,1.0,C ,1.0
820,jak-pus,17-11-2024,26.2,33.6,29.6,78.0,7.2,1.2,5.0,310.0,1.0,C,3.0
821,jak-pus,17-12-2021,25.4,32.4,28.4,77.0,8888,2.4,5.0,350.0,1.0,C ,1.0
822,jak-pus,17-12-2022,25.4,32.2,28.3,80.0,1.5,1.2,4.0,310.0,1.0,C ,3.0
823,jak-pus,17-12-2023,26.4,34.8,30.6,65.0,0,7.7,5.0,330.0,2.0,W ,0.0
824,jak-pus,17-12-2024,25.4,32.2,28.3,82.0,6.5,0.5,3.0,180.0,1.0,C,0.0
825,jak-pus,18-01-2021,26.2,28.8,26.8,86.0,1.8,2.2,7.0,250.0,2.0,C ,0.0
826,jak-pus,18-01-2022,25.2,29.0,26.3,92.0,8.1,4.0,6.0,320.0,2.0,NW,4.0
827,jak-pus,18-01-2023,26.2,31.6,27.7,78.0,0,0,7.0,317.0,1.0,C ,6.0
828,jak-pus,18-01-2024,25.0,32.6,28.2,79.0,1.5,1.0,7.0,260.0,2.0,W ,4.0
829,jak-pus,18-02-2021,24.4,30.0,25.8,86.0,0,0.0,5.0,310.0,2.0,C ,2.0
830,jak-pus,18-02-2022,25.0,30.0,27.4,88.0,0.8,5.0,3.0,0.0,0.0,C ,2.0
831,jak-pus,18-02-2023,25.4,30.4,27.6,83.0,2.5,0.2,7.0,320.0,2.0,C ,5.0
832,jak-pus,18-02-2024,26.0,30.4,28.6,80.0,0,3.0,7.0,340.0,2.0,C ,3.0
833,jak-pus,18-03-2021,26.4,32.0,29.0,74.0,0,8.2,4.0,300.0,1.0,C ,2.0
834,jak-pus,18-03-2022,26.4,33.6,29.2,79.0,0.4,4.1,4.0,270.0,1.0,C ,8.0
835,jak-pus,18-03-2023,23.8,32.6,28.3,78.0,-,9.1,3.0,317.0,1.0,C ,7.0
836,jak-pus,18-03-2024,25.6,32.4,29,77.0,21.7,2.1,6.0,320.0,2.0,C ,18.0
837,jak-pus,18-04-2021,25.8,31.8,28.6,78.0,27.7,2.5,5.0,320.0,1.0,C ,3.0
838,jak-pus,18-04-2022,26.2,33.6,29.4,80.0,16,7.5,6.0,330.0,1.0,C ,3.0
839,jak-pus,18-04-2023,26.0,33.4,29.1,81,13.2,7.2,3.0,320.0,1.0,C ,2.0
840,jak-pus,18-04-2024,25.4,33.4,29.6,75.0,27.2,3.6,8.0,320.0,2.0,C ,29.0
841,jak-pus,18-05-2021,23.4,31.6,27.3,82.0,92.2,2.4,4.0,290.0,1.0,C ,2.0
842,jak-pus,18-05-2022,26.0,33.8,28.7,80.0,-,3.0,6.0,320.0,1.0,C ,9.0
843,jak-pus,18-05-2023,27.6,32.0,29.2,73.0,0,6.2,3.0,320.0,0.0,C ,1.0
844,jak-pus,18-05-2024,27.4,34.8,30.6,69.0,-,4.5,4.0,350.0,1.0,C ,20.0
845,jak-pus,18-06-2021,26,30.4,27.4,84.0,0.2,0.3,3.0,130.0,1.0,C ,2.0
846,jak-pus,18-06-2022,24.6,30.6,27.3,82.0,8888,0.2,4.0,330.0,1.0,C ,2.0
847,jak-pus,18-06-2023,25.4,32.0,28.7,80.0,0,1.5,4.0,320.0,1.0,C ,2.0
848,jak-pus,18-06-2024,27.2,32.6,29.3,77.0,0,6.7,8.0,360.0,2.0,C ,10.0
849,jak-pus,18-07-2021,24,32.6,28.6,72.0,-,6.5,5.0,330.0,1.0,C ,0.0
850,jak-pus,18-07-2022,25.4,32.6,28.2,78.0,0,0.7,5.0,320.0,1.0,C ,11.0
851,jak-pus,18-07-2023,25.8,33.2,28.8,67.0,0,5,3.0,315.0,1.0,C ,5.0
852,jak-pus,18-07-2024,26,33.0,29.5,69,0,6.5,4.0,360.0,2.0,C,3.0
853,jak-pus,18-08-2021,27,32.0,28.8,73.0,0,5.2,7.0,300.0,2.0,C ,1.0
854,jak-pus,18-08-2022,25.0,33.6,29.4,70,-,4.0,5.0,50.0,1.0,C ,6.0
855,jak-pus,18-08-2023,25.8,32.4,28.2,71.0,0,7.2,10.0,320.0,2.0,C ,7.0
856,jak-pus,18-08-2024,25.0,33.6,29.0,72.0,0.0,4.0,4.0,330.0,1.0,C,0.0
857,jak-pus,18-09-2021,26.8,35.0,30.5,63.0,-,8,3.0,120.0,1.0,C ,4.0
859,jak-pus,18-09-2022,26.8,31.8,28.9,77.0,-,6.0,5.0,320.0,1.0,C ,1.0
860,jak-pus,18-09-2023,26.8,32.4,29.0,73.0,0,7.4,9.0,330.0,1.0,C ,4.0
861,jak-pus,18-09-2024,26.0,33.2,28.3,67.0,0.0,5.0,8.0,320.0,2.0,C,3.0
862,jak-pus,18-10-2021,25.2,28.4,26.0,90.0,55.3,8.0,2.0,110.0,0.0,C ,0.0
863,jak-pus,18-10-2022,26.6,30.6,28.0,81.0,3.8,2.6,4.0,300.0,0.0,C ,4.0
864,jak-pus,18-10-2023,26,33.4,30.3,62.0,0,7.6,6.0,340.0,2.0,C ,1.0
865,jak-pus,18-10-2024,26.2,33.6,29.4,64.0,0.0,8.0,4.0,310.0,1.0,C,5.0
866,jak-pus,18-11-2021,27.0,33.8,29.8,71.0,-,6.5,4.0,330.0,1.0,C ,2.0
867,jak-pus,18-11-2022,25.0,32.4,28.3,76.0,10.5,0.0,5.0,315.0,2.0,NW,4.0
868,jak-pus,18-11-2023,27,33.4,29.2,76.0,0.4,6.2,4.0,320.0,1.0,C ,3.0
869,jak-pus,18-11-2024,26.0,32.8,28.6,83.0,17.8,3.4,6.0,320.0,2.0,C,2.0
870,jak-pus,18-12-2021,25.8,33.6,28.3,78.0,0.4,5.0,6.0,120.0,2.0,C ,2.0
871,jak-pus,18-12-2022,26.0,32.8,28.3,82.0,1.7,6.5,4.0,320.0,1.0,C ,2.0
872,jak-pus,18-12-2023,26.8,34.2,30.7,66.0,0,7.8,8.0,310.0,1.0,C ,0.0
873,jak-pus,18-12-2024,25.4,33.4,29.1,72.0,8888.0,2.0,4.0,300.0,2.0,W,5.0
874,jak-pus,19-01-2021,24,29.4,26.7,82.0,15.7,0,6.0,300.0,2.0,C ,0.0
875,jak-pus,19-01-2022,24.4,30.2,27.3,84.0,204,0.2,8.0,320.0,2.0,C ,7.0
876,jak-pus,19-01-2023,25.8,30.8,27.5,81.0,3,1,6.0,250.0,2.0,W ,4.0
877,jak-pus,19-01-2024,24.8,28.4,26.4,85.0,7.7,1.0,4.0,250.0,2.0,W ,3.0
878,jak-pus,19-02-2021,24.5,29.4,26.6,82.0,94.1,2.0,7.0,340.0,2.0,C ,0.0
879,jak-pus,19-02-2022,25.0,32.4,28.0,84.0,2.7,0.0,4.0,280.0,1.0,C ,5.0
880,jak-pus,19-02-2023,25.8,30.2,27.5,82.0,3.8,5.2,4.0,310.0,1.0,C ,1.0
881,jak-pus,19-02-2024,26.6,32.4,29.5,78.0,0,2.7,9.0,300.0,2.0,C ,7.0
882,jak-pus,19-03-2021,27,31.6,28.9,76.0,0,7.0,7.0,290.0,2.0,C ,2.0
883,jak-pus,19-03-2022,26,34.4,29.5,73.0,-,0.8,9.0,280.0,4.0,W ,9.0
884,jak-pus,19-03-2023,26.4,32.0,28.7,81.0,0,8,6.0,320.0,2.0,C ,10.0
885,jak-pus,19-03-2024,26.2,34.8,30.2,65.0,0.3,5.0,6.0,260.0,1.0,C ,18.0
886,jak-pus,19-04-2021,26.4,32.0,28.7,76.0,0,4.2,3.0,320.0,1.0,C ,0.0
887,jak-pus,19-04-2022,26.4,32.8,28.6,78.0,-,6.0,9.0,340.0,2.0,C ,11.0
888,jak-pus,19-04-2023,25.0,34.4,29.7,79,1.2,4.8,2.0,240.0,1.0,C ,4.0
889,jak-pus,19-04-2024,27.2,33.2,29.5,76.0,0,3.7,3.0,340.0,1.0,C ,27.0
890,jak-pus,19-05-2021,-,32.8,29.1,77.0,-,2.6,5.0,340.0,1.0,C ,1.0
891,jak-pus,19-05-2022,25.8,32.0,28.0,84.0,35.2,5.2,4.0,340.0,1.0,C ,16.0
892,jak-pus,19-05-2023,27.2,33.2,29.6,74.0,0,0.0,6.0,320.0,1.0,C ,3.0
893,jak-pus,19-05-2024,27,33.2,30.3,70.0,-,4.5,4.0,340.0,1.0,C ,9.0
894,jak-pus,19-06-2021,25.6,27.6,26.0,92.0,0.9,1.2,5.0,320.0,1.0,C ,2.0
895,jak-pus,19-06-2022,24.8,32.4,28.0,82.0,-,0.6,6.0,330.0,1.0,C ,2.0
896,jak-pus,19-06-2023,26.2,31.2,27.4,88.0,0,2.3,3.0,20.0,1.0,C ,4.0
897,jak-pus,19-06-2024,26,33.8,29.8,71.0,-,0.5,3.0,360.0,1.0,C ,7.0
898,jak-pus,19-07-2021,26.2,31.8,29.0,75.0,-,6.5,3.0,110.0,0.0,C ,0.0
899,jak-pus,19-07-2022,25.6,33.4,28.9,76.0,0,5.4,5.0,340.0,1.0,C ,6.0
900,jak-pus,19-07-2023,25.6,34.6,29.5,59.0,-,6.6,5.0,310.0,1.0,C ,4.0
901,jak-pus,19-07-2024,26.6,33.4,29.2,69,0,4.8,4.0,50.0,1.0,C,4.0
902,jak-pus,19-08-2021,25,32.4,28.2,75.0,-,4.0,5.0,340.0,2.0,C ,1.0
903,jak-pus,19-08-2022,26.6,35.0,30.0,62,0,6.0,6.0,120.0,2.0,C ,5.0
904,jak-pus,19-08-2023,26.2,33.0,28.9,71.0,0,6.8,4.0,100.0,2.0,C ,0.0
905,jak-pus,19-08-2024,26.6,32.6,29.1,73.0,0.0,7.2,4.0,320.0,1.0,C,5.0
906,jak-pus,19-09-2021,27.8,32.4,28.6,76.0,0,8,5.0,300.0,1.0,C ,2.0
907,jak-pus,19-09-2022,26,34.4,29.8,69.0,1.2,2.1,4.0,300.0,0.0,C ,2.0
908,jak-pus,19-09-2023,27.4,32.6,29.7,72.0,0,8.2,2.0,330.0,0.0,C ,0.0
909,jak-pus,19-09-2024,25.0,32.6,28.5,62.0,0.0,7.9,4.0,320.0,1.0,C,1.0
910,jak-pus,19-10-2021,24.6,33.2,27.7,77.0,20.7,0.0,5.0,330.0,1.0,C ,3.0
911,jak-pus,19-10-2022,26.6,31.6,27.5,81.0,0,1.0,5.0,316.0,0.0,C ,3.0
912,jak-pus,19-10-2023,27.6,34.8,30.7,66.0,-,7.5,5.0,100.0,1.0,C ,2.0
913,jak-pus,19-10-2024,27.2,33.2,29.9,69.0,0.0,8.0,3.0,10.0,1.0,C,0.0
914,jak-pus,19-11-2021,25.0,30.6,27.9,74.0,-,3.0,5.0,250.0,2.0,W ,3.0
