ID,REG,DATE,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR,CASES
2180,jak-ut,15-08-2021,26.7,35,30.1,66.0,0,9.4,9.0,100.0,4.0,E ,1.0
2181,jak-ut,15-08-2022,27,32.4,28.9,78.0,0,8.3,5.0,70.0,2.0,C ,17.0
2182,jak-ut,15-08-2023,26.4,32.0,28.4,76.0,0,8.7,5.0,20.0,2.0,C ,12.0
2183,jak-ut,15-08-2024,27.0,33.5,29.2,76.0,0.0,8.0,4.0,340.0,1.0,C,12.0
2184,jak-ut,15-09-2021,23.6,31.0,28.0,81.0,6.1,0.0,5.0,40.0,2.0,NE,5.0
2185,jak-ut,15-09-2022,26.3,32.8,29.0,74.0,0,4.4,4.0,20.0,1.0,C ,17.0
2186,jak-ut,15-09-2023,26.6,34.0,29.5,66.0,0,9.0,9.0,10.0,3.0,N ,6.0
2187,jak-ut,15-09-2024,26.6,33.4,29.1,74.0,0.0,7.9,4.0,50.0,1.0,C,6.0
2188,jak-ut,15-10-2021,27.8,34.2,30.5,71,0.0,2.4,5.0,40.0,2.0,NE,4.0
2189,jak-ut,15-10-2022,26.4,31.8,28.6,81.0,0,8.4,5.0,40.0,1.0,C ,3.0
2190,jak-ut,15-10-2023,28.4,35.4,30.9,70.0,-,8.4,8.0,60.0,3.0,E ,3.0
2191,jak-ut,15-10-2024,27.2,33.2,29.0,77.0,0.0,7.0,5.0,60.0,1.0,C,6.0
2192,jak-ut,15-11-2021,26.4,30.2,28.1,77.0,0.6,5.8,5.0,290.0,3.0,W ,6.0
2193,jak-ut,15-11-2022,25.3,32.8,29.2,80.0,0,7.8,7.0,280.0,2.0,W ,6.0
2194,jak-ut,15-11-2023,25.4,33.6,29.9,82.0,31.2,6,6.0,50.0,1.0,C ,2.0
2195,jak-ut,15-11-2024,28.2,33.4,30.3,74.0,0.0,5.5,5.0,30.0,2.0,C,2.0
2196,jak-ut,15-12-2021,26.9,31.7,29.1,76.0,0.0,-,4.0,320.0,1.0,C ,12.0
2197,jak-ut,15-12-2022,26.6,34.8,29.6,74.0,1.2,6.3,5.0,280.0,2.0,W ,11.0
2198,jak-ut,15-12-2023,25.5,34.4,30.8,73.0,0,9.1,5.0,310.0,2.0,SW,4.0
2199,jak-ut,15-12-2024,27.2,31.2,28.1,80.0,4.5,0.0,8.0,290.0,2.0,W,4.0
2200,jak-ut,16-01-2021,26,32.3,28.9,76.0,-,0.2,7.0,280.0,3.0,W ,1.0
2201,jak-ut,16-01-2022,25,31.2,27.6,86.0,0.0,0.9,5.0,240.0,2.0,C ,7.0
2202,jak-ut,16-01-2023,26.8,31.6,29.0,75.0,0,7.1,6.0,300.0,3.0,W ,5.0
2203,jak-ut,16-01-2024,27.3,33.0,30.0,77.0,0,-,7.0,250.0,5.0,W ,3.0
2204,jak-ut,16-02-2021,24.6,27.2,26.0,93.0,78,4.6,5.0,350.0,1.0,C ,2.0
2205,jak-ut,16-02-2022,25.6,32.5,28.8,74.0,1.6,2.4,6.0,160.0,2.0,C ,7.0
2206,jak-ut,16-02-2023,26.4,30.4,27.3,84.0,1.0,3.6,6.0,300.0,3.0,W ,8.0
2207,jak-ut,16-02-2024,27.6,30.4,28.3,87.0,0.2,3.1,5.0,250.0,1.0,C ,14.0
2208,jak-ut,16-03-2021,26.6,31.3,28.4,81.0,-,0,6.0,310.0,2.0,C ,7.0
2209,jak-ut,16-03-2022,25.4,32.2,28.7,78.0,0.2,0.3,5.0,30.0,2.0,C ,14.0
2210,jak-ut,16-03-2023,24,31.2,27.6,86.0,18.5,0,5.0,340.0,1.0,C ,23.0
2211,jak-ut,16-03-2024,24.8,29.9,26.2,91.0,7,0.3,8.0,260.0,3.0,W ,27.0
2212,jak-ut,16-04-2021,26.0,32.2,28.8,84.0,1.8,3.8,5.0,30.0,2.0,NE,4.0
2213,jak-ut,16-04-2022,27.1,32.4,29.6,74.0,0,8.7,4.0,30.0,2.0,C ,16.0
2214,jak-ut,16-04-2023,26.8,32.1,28.9,80,-,9.0,4,310,2,W ,10.0
2215,jak-ut,16-04-2024,27,34.2,30.9,80.0,0,8.6,5.0,50.0,2.0,NE,52.0
2216,jak-ut,16-05-2021,28.2,33.2,30.1,78.0,0,9.8,5.0,40.0,2.0,NE,2.0
2217,jak-ut,16-05-2022,26.6,33.2,28.9,82.0,12.9,6.3,4.0,40.0,2.0,S ,15.0
2218,jak-ut,16-05-2023,27,33.0,29.8,74.0,0,8.6,5.0,40.0,2.0,C ,6.0
2219,jak-ut,16-05-2024,28,33.2,30.6,76.0,0,8.0,5.0,50.0,2.0,NE,36.0
2220,jak-ut,16-06-2021,26.4,32.4,28.7,78.0,8888,3.9,5.0,70.0,2.0,C ,6.0
2221,jak-ut,16-06-2022,25.2,29.6,27.0,88.0,9,0,4.0,30.0,1.0,C ,19.0
2222,jak-ut,16-06-2023,26.4,27.4,26.5,91.0,3.7,4.6,5.0,100.0,1.0,C ,8.0
2223,jak-ut,16-06-2024,24,30.8,28.5,85.0,82,4.9,4.0,350.0,1.0,C ,9.0
2224,jak-ut,16-07-2021,26.5,33.2,28.9,70.0,0,3.6,5.0,70.0,3.0,SE,3.0
2225,jak-ut,16-07-2022,23.0,31.2,26,83,49.8,8.4,4.0,240.0,2.0,SW,12.0
2226,jak-ut,16-07-2023,27.0,32.1,29.1,77.0,0,6.3,5.0,10.0,2.0,N ,3.0
2227,jak-ut,16-07-2024,25,33.6,28.6,68,0,8,5.0,70.0,2.0,C,9.0
2228,jak-ut,16-08-2021,26.8,33.4,29.2,68.0,0,9,6.0,60.0,3.0,E ,3.0
2229,jak-ut,16-08-2022,27.2,31.6,29.0,76.0,0,6.6,4.0,50.0,2.0,C ,13.0
2230,jak-ut,16-08-2023,26.6,32.4,28.7,76.0,0,8.2,6.0,70.0,2.0,C ,5.0
2231,jak-ut,16-08-2024,27.0,33.8,29.4,73.0,0.0,8.0,3.0,40.0,1.0,C,7.0
2232,jak-ut,16-09-2021,26.0,32.8,29.1,75.0,0,6.6,5.0,50.0,3.0,E ,5.0
2233,jak-ut,16-09-2022,26.5,33.0,29.5,73.0,0,6.9,4.0,100.0,1.0,C ,16.0
2234,jak-ut,16-09-2023,26.8,33.0,29.1,72.0,-,9.4,6.0,10.0,2.0,N ,4.0
2235,jak-ut,16-09-2024,26.5,33.0,29.2,72.0,0.0,8.0,5.0,100.0,2.0,S,5.0
2236,jak-ut,16-10-2021,27.6,33.4,30.1,72,0.0,10.8,4.0,130.0,2.0,NE,3.0
2237,jak-ut,16-10-2022,26.8,31.6,28.8,82.0,2,3.2,3.0,140.0,1.0,C ,5.0
2238,jak-ut,16-10-2023,-,34.6,30.1,76.0,-,7.5,6.0,40.0,2.0,E ,2.0
2239,jak-ut,16-10-2024,27.4,33.8,29.8,75.0,1.0,3.0,4.0,60.0,2.0,S,7.0
2240,jak-ut,16-11-2021,26.1,33.4,30.0,66.0,8888.0,0.0,7.0,260.0,2.0,W ,8.0
2241,jak-ut,16-11-2022,27.1,31.8,29.1,80.0,0,5.6,5.0,10.0,2.0,N ,8.0
2242,jak-ut,16-11-2023,27,34.1,30.0,81.0,0,7.2,5.0,20.0,1.0,C ,4.0
2243,jak-ut,16-11-2024,28.2,32.8,28.6,84.0,0.0,5.0,3.0,260.0,1.0,C,5.0
2244,jak-ut,16-12-2021,27.2,33.2,28.6,79.0,0.0,2.8,5.0,10.0,2.0,SE,7.0
2245,jak-ut,16-12-2022,27.2,31.9,29.0,78.0,0,9.2,4.0,290.0,1.0,C ,10.0
2246,jak-ut,16-12-2023,27.0,34.2,30.5,69.0,-,7.5,6.0,300.0,3.0,W ,4.0
2247,jak-ut,16-12-2024,25.2,31.2,28.3,83.0,20.3,1.3,7.0,260.0,3.0,W,10.0
2248,jak-ut,17-01-2021,26,30.6,28.2,83.0,0,7.9,5.0,330.0,3.0,NW,1.0
2249,jak-ut,17-01-2022,24.5,31.4,28.0,84.0,39.0,0,8.0,300.0,4.0,NW,15.0
2250,jak-ut,17-01-2023,27.0,29.1,27.5,82.0,-,4.4,5.0,310.0,3.0,NW,8.0
2251,jak-ut,17-01-2024,27.5,30.6,28.5,83.0,0,6.9,5.0,300.0,3.0,W ,5.0
2252,jak-ut,17-02-2021,24.0,28.0,26.1,86.0,39.2,0.0,4.0,240.0,3.0,NW,1.0
2253,jak-ut,17-02-2022,25.0,31.3,27.8,81.0,21.5,8.5,4.0,190.0,2.0,C ,9.0
2254,jak-ut,17-02-2023,25,29.8,26.9,83.0,16.3,2.7,5.0,310.0,2.0,C ,6.0
2255,jak-ut,17-02-2024,26.2,31.4,28.5,86.0,1.4,1.4,4.0,290.0,2.0,NW,15.0
2256,jak-ut,17-03-2021,26.4,32.6,28.9,77.0,0,7,4.0,340.0,2.0,NW,4.0
2258,jak-ut,17-03-2022,26,32.6,29.5,80.0,0.2,7,6.0,40.0,2.0,C ,31.0
2259,jak-ut,17-03-2023,25.2,32.0,28.7,82.0,0,9.6,4.0,310.0,1.0,C ,20.0
2260,jak-ut,17-03-2024,25,29,27.2,86.0,17.5,1.0,6.0,250.0,4.0,SW,19.0
2261,jak-ut,17-04-2021,26.4,32.1,29.6,84.0,0,9.0,4.0,70.0,2.0,C ,8.0
2262,jak-ut,17-04-2022,27.6,33,29.9,77.0,-,9.1,8.0,60.0,2.0,NE,16.0
2263,jak-ut,17-04-2023,26.2,32.6,29.2,80,13,5.4,5,130,2,N ,10.0
2264,jak-ut,17-04-2024,27.2,33.2,29.3,83.0,-,8.5,6.0,300.0,2.0,C ,52.0
2265,jak-ut,17-05-2021,28.2,32.8,29.9,82.0,-,8.5,5.0,40.0,2.0,NE,8.0
2266,jak-ut,17-05-2022,27,33.6,29.8,79.0,8888,7.8,4.0,350.0,1.0,C ,31.0
2267,jak-ut,17-05-2023,22.8,33.0,29.7,73.0,-,8.9,5.0,40.0,3.0,SE,11.0
2268,jak-ut,17-05-2024,28.4,34.2,30.7,75.0,0,5.5,5.0,30.0,2.0,C ,34.0
2269,jak-ut,17-06-2021,26.1,31.0,28.7,78.0,8.5,2,6.0,40.0,2.0,C ,1.0
2270,jak-ut,17-06-2022,25.4,28.6,27.2,87.0,0,1.1,3.0,40.0,1.0,C ,21.0
2271,jak-ut,17-06-2023,25.6,31.3,28.1,82.0,13.4,0.0,4.0,90.0,1.0,C ,5.0
2272,jak-ut,17-06-2024,25,32.6,29.9,76.0,0,4.9,4.0,60.0,2.0,C ,7.0
2273,jak-ut,17-07-2021,26.5,33.2,29.1,70.0,0,8.7,6.0,60.0,2.0,E ,6.0
2275,jak-ut,17-07-2022,23.0,31.3,28.1,82,13.2,0.5,4.0,160.0,2.0,S ,21.0
2276,jak-ut,17-07-2023,26.9,32.4,29.0,75.0,0,7.4,6.0,10.0,2.0,N ,11.0
2277,jak-ut,17-07-2024,25.8,33.6,28.7,76,0,8,6.0,40.0,3.0,SE,11.0
2278,jak-ut,17-08-2021,26.8,32.5,29.5,70.0,0,-,7.0,40.0,2.0,NE,1.0
2279,jak-ut,17-08-2022,26.6,32.6,28.7,81.0,8888,4.3,5.0,30.0,2.0,C ,9.0
2280,jak-ut,17-08-2023,25.8,32.7,28.2,72.0,0,7.6,6.0,40.0,2.0,C ,4.0
2281,jak-ut,17-08-2024,27.4,32.6,29.3,73.0,0.0,6.0,6.0,120.0,2.0,C,7.0
2282,jak-ut,17-09-2021,26.0,33.3,29.5,72.0,0,10.7,5.0,80.0,3.0,NE,6.0
2283,jak-ut,17-09-2022,26.6,32.3,29.4,76.0,0,6.2,4.0,60.0,2.0,C ,7.0
2284,jak-ut,17-09-2023,27.0,33.4,29.1,73.0,0,9.6,7.0,10.0,2.0,N ,8.0
2285,jak-ut,17-09-2024,27.0,32.6,29.4,70.0,0.0,8.0,5.0,50.0,2.0,C,7.0
2286,jak-ut,17-10-2021,27.1,33.0,30.6,72,0.0,8.4,5.0,40.0,3.0,E ,5.0
2287,jak-ut,17-10-2022,-,32.3,29.3,77.0,8888,5.4,3.0,80.0,1.0,C ,11.0
2288,jak-ut,17-10-2023,28.4,37.2,31.0,72.0,-,9.5,9.0,60.0,3.0,C ,0.0
2289,jak-ut,17-10-2024,26.6,34.1,29.5,64.0,0.6,8.0,4.0,260.0,2.0,C,5.0
2290,jak-ut,17-11-2021,26.8,33.8,29.6,75.0,8888.0,3.0,4.0,40.0,2.0,C ,6.0
2291,jak-ut,17-11-2022,24.6,29.6,25.8,92.0,45,6.6,4.0,290.0,2.0,W ,4.0
2292,jak-ut,17-11-2023,26.8,33.8,30.3,82.0,29.5,8.8,6.0,120.0,2.0,C ,3.0
2293,jak-ut,17-11-2024,25.8,33.0,29.5,82.0,43.6,3.0,4.0,40.0,2.0,NE,4.0
2294,jak-ut,17-12-2021,26.4,33.2,29.1,73.0,0.7,4.5,4.0,250.0,2.0,SW,8.0
2295,jak-ut,17-12-2022,25.8,32.6,28.3,85.0,1.9,5.3,4.0,310.0,2.0,C ,6.0
2296,jak-ut,17-12-2023,26.8,33.8,30.4,72.0,0,9.2,5.0,300.0,2.0,C ,1.0
2297,jak-ut,17-12-2024,25.3,32.0,28.1,85.0,3.0,1.9,5.0,260.0,2.0,W,7.0
2298,jak-ut,18-01-2021,26.7,28.3,27.8,83.0,1.2,1.4,9.0,310.0,5.0,NW,2.0
2299,jak-ut,18-01-2022,25.6,-,27.0,90.0,28.2,4.1,10.0,300.0,3.0,W ,5.0
2300,jak-ut,18-01-2023,26.2,30.2,27.8,83.0,8888,0.1,5.0,310.0,2.0,NW,10.0
2301,jak-ut,18-01-2024,26.6,32.0,28.4,82.0,13.8,2.7,6.0,300.0,3.0,W ,4.0
2302,jak-ut,18-02-2021,24.8,30.0,26.3,86.0,-,0.0,6.0,350.0,3.0,NW,3.0
2303,jak-ut,18-02-2022,25.4,30.2,28.0,81.0,0.8,6.9,4.0,320.0,1.0,C ,7.0
2304,jak-ut,18-02-2023,25.7,30.6,27.7,85.0,0.4,2.1,4.0,300.0,2.0,C ,7.0
2305,jak-ut,18-02-2024,26.3,31.6,29,84.0,1.4,7.3,4.0,310.0,1.0,C ,10.0
2306,jak-ut,18-03-2021,26.4,32.6,29.6,78.0,0,8.6,5.0,310.0,2.0,C ,4.0
2307,jak-ut,18-03-2022,27.4,33.2,29.4,78.0,0.2,8.9,6.0,270.0,2.0,W ,11.0
2308,jak-ut,18-03-2023,26.2,32.5,28.6,78.0,0,9.5,6.0,110.0,2.0,C ,15.0
2309,jak-ut,18-03-2024,25.8,31.6,28.8,82.0,15.7,3.4,5.0,240.0,3.0,SW,27.0
2310,jak-ut,18-04-2021,26.3,32.2,28.6,88.0,1.6,5.9,5.0,30.0,2.0,SE,3.0
2311,jak-ut,18-04-2022,26.4,33.2,29.3,81.0,12.9,8.9,4.0,70.0,2.0,C ,12.0
2312,jak-ut,18-04-2023,26.0,32.8,28.8,84,16.9,9.0,5,70,2,E ,8.0
2313,jak-ut,18-04-2024,26.2,34.0,29.9,79.0,7.5,8.1,4.0,60.0,2.0,C ,57.0
2314,jak-ut,18-05-2021,23.8,31.2,27.4,86.0,91.6,3.4,5.0,60.0,2.0,NE,6.0
2315,jak-ut,18-05-2022,27.8,33.0,29.1,80.0,0,4.1,4.0,50.0,2.0,C ,24.0
2316,jak-ut,18-05-2023,27.8,30.9,29.0,76.0,0,8.3,4.0,100.0,2.0,E ,14.0
2317,jak-ut,18-05-2024,28.2,34.4,30.9,73.0,0,7.5,5.0,40.0,2.0,NE,51.0
2318,jak-ut,18-06-2021,26.6,30.8,27.6,82.0,0.4,0.7,6.0,260.0,1.0,C ,2.0
2319,jak-ut,18-06-2022,25,30.0,27.1,86.0,0.2,0.4,4.0,320.0,0.0,C ,16.0
2320,jak-ut,18-06-2023,25.7,31.8,28.8,83.0,8888,2.1,5.0,80.0,2.0,C ,4.0
2321,jak-ut,18-06-2024,27.4,31.6,29.4,79.0,0,8.5,4.0,70.0,1.0,C ,9.0
2322,jak-ut,18-07-2021,-,31.8,28.6,71.0,0,8.9,5.0,40.0,2.0,NE,0.0
2323,jak-ut,18-07-2022,26.0,31.6,28.3,82,8888,0.8,4.0,120.0,2.0,SE,20.0
2324,jak-ut,18-07-2023,26.0,33.5,29.0,71.0,0,9.1,5.0,20.0,3.0,N ,3.0
2325,jak-ut,18-07-2024,26.3,33.2,29.4,73,0,8,5.0,60.0,3.0,SE,12.0
2326,jak-ut,18-08-2021,27.6,32.3,29.3,73.0,0,9.7,4.0,300.0,2.0,W ,1.0
2327,jak-ut,18-08-2022,26.6,33.8,29.7,74.0,0,7.3,6.0,140.0,3.0,SE,13.0
2328,jak-ut,18-08-2023,26.0,32.1,28.7,76.0,0,8.5,5.0,20.0,2.0,C ,10.0
2329,jak-ut,18-08-2024,27.1,33.0,29.4,77.0,0.0,6.9,6.0,40.0,2.0,NE,5.0
2330,jak-ut,18-09-2021,27.0,35.0,30.4,66.0,0,11.1,7.0,130.0,3.0,SE,3.0
2332,jak-ut,18-09-2022,27.3,31.6,29.0,80.0,0,7.9,4.0,10.0,1.0,C ,9.0
2333,jak-ut,18-09-2023,26.8,32.8,29.3,75.0,0,8.1,4.0,10.0,1.0,C ,1.0
2334,jak-ut,18-09-2024,26.2,32.5,28.7,71.0,0.0,8.0,4.0,60.0,2.0,SE,6.0
2335,jak-ut,18-10-2021,24.6,27.6,25.9,90,51.5,10.7,5.0,300.0,1.0,C ,9.0
2336,jak-ut,18-10-2022,27.3,30.0,28.5,84.0,0,5.0,4.0,20.0,1.0,C ,8.0
2337,jak-ut,18-10-2023,28,33.8,30.6,69.0,0,7.8,5.0,110.0,3.0,E ,4.0
2338,jak-ut,18-10-2024,26.6,33.0,29.6,70.0,0.0,8.0,5.0,10.0,1.0,C,7.0
2339,jak-ut,18-11-2021,26.8,32.5,29.4,74.0,0.0,4.1,5.0,340.0,3.0,W ,2.0
2340,jak-ut,18-11-2022,25,32.4,28.5,78.0,7,0,7.0,280.0,3.0,W ,6.0
2341,jak-ut,18-11-2023,-,33.6,29.9,80.0,-,6.7,4.0,340.0,1.0,C ,5.0
2342,jak-ut,18-11-2024,27.0,32.4,29.4,82.0,0.0,8.0,5.0,20.0,2.0,C,6.0
2343,jak-ut,18-12-2021,27,33,28.5,77.0,0.0,7.3,6.0,340.0,2.0,C ,5.0
2344,jak-ut,18-12-2022,26.2,32.0,28.5,85.0,0.3,6.7,4.0,330.0,1.0,C ,6.0
2345,jak-ut,18-12-2023,27.2,34.0,30.7,72.0,0,9.3,7.0,260.0,3.0,W ,1.0
2346,jak-ut,18-12-2024,25.6,32.2,28.6,79.0,8888.0,3.6,6.0,260.0,3.0,W,3.0
2347,jak-ut,19-01-2021,24.5,29.8,27.5,81.0,7.6,0.0,6.0,350.0,3.0,N ,0.0
2348,jak-ut,19-01-2022,24.4,31,27.6,86.0,134.7,0,6.0,300.0,3.0,NW,18.0
2349,jak-ut,19-01-2023,25.6,-,27.5,85.0,4.5,1.8,6.0,320.0,3.0,NW,6.0
2350,jak-ut,19-01-2024,25.0,27.5,26.3,88.0,5.2,2.1,6.0,270.0,4.0,W ,4.0
2351,jak-ut,19-02-2021,24.6,29.5,27.1,81.0,52.8,3.4,5.0,250.0,4.0,W ,0.0
2352,jak-ut,19-02-2022,26.4,30.8,28.2,81.0,1.5,0.5,3.0,40.0,0.0,C ,3.0
2353,jak-ut,19-02-2023,26,31.0,27.9,86.0,2.5,7.3,7.0,310.0,3.0,W ,5.0
2354,jak-ut,19-02-2024,25.2,32.4,29.9,79.0,8888,3.9,4.0,170.0,1.0,C ,17.0
2355,jak-ut,19-03-2021,27.6,31.2,29.0,81.0,-,11.1,8.0,330.0,2.0,W ,5.0
2356,jak-ut,19-03-2022,-,35.2,29.5,75.0,-,0.9,7.0,260.0,4.0,W ,13.0
2357,jak-ut,19-03-2023,26.4,31.8,28.9,84.0,0,8.8,3.0,50.0,1.0,C ,8.0
2358,jak-ut,19-03-2024,25.8,33.1,29.8,74.0,1.5,6.9,6.0,240.0,4.0,SW,27.0
2359,jak-ut,19-04-2021,26.3,32.6,29.5,83.0,8888,3.5,7.0,30.0,3.0,S ,5.0
2360,jak-ut,19-04-2022,27,32.8,29,75.0,-,8.1,3.0,160.0,1.0,C ,23.0
2361,jak-ut,19-04-2023,26.0,33.2,29.3,81,0,2.8,6,40,2,C ,12.0
2362,jak-ut,19-04-2024,-,33.2,29.7,79.0,8,6.7,5.0,40.0,2.0,E ,65.0
2363,jak-ut,19-05-2021,24.6,32.8,29.2,82.0,0,4.3,4.0,30.0,2.0,NE,6.0
2364,jak-ut,19-05-2022,26.8,32.0,28.6,83.0,1.5,7.4,4.0,50.0,1.0,C ,31.0
2365,jak-ut,19-05-2023,27.4,32.8,30.1,74.0,-,0.0,5.0,30.0,2.0,SE,10.0
2366,jak-ut,19-05-2024,28.2,33.4,30.5,73.0,0,8.6,4.0,20.0,2.0,E ,38.0
2367,jak-ut,19-06-2021,25.8,29.8,26.5,89.0,2,0.7,4.0,300.0,0.0,C ,4.0
2368,jak-ut,19-06-2022,25,32.0,28.1,78.0,0,2.5,5.0,20.0,2.0,C ,15.0
2369,jak-ut,19-06-2023,27.0,31.4,27.9,88.0,-,4.8,3.0,190.0,1.0,C ,6.0
2370,jak-ut,19-06-2024,27.2,34.6,29.8,74.0,0,1.9,6.0,100.0,4.0,E ,20.0
2371,jak-ut,19-07-2021,26.5,32.0,29.0,76.0,0,9.6,4.0,350.0,2.0,C ,1.0
2372,jak-ut,19-07-2022,26.1,32.6,28.8,80,0,8.5,5.0,50.0,2.0,C ,20.0
2373,jak-ut,19-07-2023,21.2,34.4,29.1,69.0,-,9.2,6.0,30.0,2.0,C ,2.0
2374,jak-ut,19-07-2024,27,33.2,29.4,72,0,7,5.0,130.0,2.0,C,13.0
2375,jak-ut,19-08-2021,26,32.4,28.9,74.0,0,6.7,3.0,300.0,2.0,S ,2.0
2376,jak-ut,19-08-2022,26.8,34.7,29.9,71.0,0,9.0,7.0,70.0,4.0,E ,13.0
2377,jak-ut,19-08-2023,26.3,32.6,28.6,76.0,0,8.3,6.0,120.0,3.0,E ,2.0
2378,jak-ut,19-08-2024,27.0,32.8,29.1,76.0,0.0,8.0,5.0,40.0,2.0,C,6.0
2379,jak-ut,19-09-2021,27.8,32.4,29.4,74.0,0,10.9,5.0,330.0,2.0,NW,3.0
2380,jak-ut,19-09-2022,27.1,33.8,29.8,75.0,0,2.8,5.0,100.0,2.0,C ,19.0
2381,jak-ut,19-09-2023,27.0,32.7,29.8,75.0,0,7.9,6.0,10.0,2.0,C ,3.0
2382,jak-ut,19-09-2024,26.0,32.8,28.9,71.0,0.0,8.0,4.0,90.0,2.0,C,4.0
2383,jak-ut,19-10-2021,25.4,33.4,27.5,80,16.3,0,6.0,10.0,2.0,SW,3.0
2384,jak-ut,19-10-2022,-,31.0,27.8,83.0,-,0.0,5.0,220.0,1.0,C ,13.0
2385,jak-ut,19-10-2023,27.8,33.4,30.0,74.0,0,9.5,5.0,40.0,3.0,E ,6.0
2386,jak-ut,19-10-2024,27.3,33.3,30.0,76.0,0.0,8.0,4.0,40.0,2.0,NE,2.0
2387,jak-ut,19-11-2021,22.1,30.8,28.1,72.0,0.0,3.5,11.0,280.0,4.0,W ,4.0
2388,jak-ut,19-11-2022,26.3,32.6,28.8,80.0,0,-,8.0,350.0,4.0,W ,5.0
2389,jak-ut,19-11-2023,27.6,33.4,30.4,79.0,8888,7,4.0,40.0,2.0,S ,2.0
2390,jak-ut,19-11-2024,27.0,34.4,29.7,76.0,0.0,6.9,4.0,250.0,2.0,W,1.0
2391,jak-ut,19-12-2021,25,32.6,29.6,77.0,29.0,6.3,6.0,260.0,2.0,W ,10.0
2392,jak-ut,19-12-2022,26.0,32.0,28.7,80.0,0,4.9,4.0,180.0,1.0,C ,6.0
2393,jak-ut,19-12-2023,27.0,34.4,30.3,67.0,0,9.2,6.0,270.0,3.0,W ,2.0
2394,jak-ut,19-12-2024,26.0,32.2,28.2,83.0,2.8,4.9,7.0,260.0,2.0,W,6.0
2395,jak-ut,20-01-2021,-,30.6,28.5,78.0,4.6,1.3,6.0,350.0,3.0,N ,0.0
2396,jak-ut,20-01-2022,24.8,29.6,26.4,85.0,0.3,6.8,7.0,270.0,2.0,W ,9.0
2397,jak-ut,20-01-2023,24.6,32.2,28.4,79.0,0.2,2.6,6.0,300.0,2.0,C ,3.0
2398,jak-ut,20-01-2024,25.2,35.2,30.5,69.0,7.8,0,10.0,260.0,5.0,W ,6.0
2399,jak-ut,20-02-2021,25.8,30.0,28.1,81.0,6.3,0.5,7.0,330.0,3.0,NW,0.0
2400,jak-ut,20-02-2022,26.4,31.5,28.5,81.0,8888.0,4.0,3.0,260.0,1.0,C ,10.0
2401,jak-ut,20-02-2023,26.4,30.8,27.9,82.0,0.2,7.8,7.0,320.0,4.0,W ,7.0
2402,jak-ut,20-02-2024,27,33,30.4,78.0,0,7.3,6.0,340.0,2.0,C ,11.0
2403,jak-ut,20-03-2021,26.8,32.0,28.4,79.0,-,4,5.0,350.0,2.0,W ,2.0
2405,jak-ut,20-03-2022,27.6,35.6,30.7,60.0,0,6.3,10.0,260.0,5.0,W ,11.0
2406,jak-ut,20-03-2023,26.6,32.6,29.1,82.0,-,7.1,15.0,70.0,2.0,C ,20.0
2407,jak-ut,20-03-2024,26,35.2,29.9,74.0,0,9.5,9.0,280.0,4.0,SW,39.0
2408,jak-ut,20-04-2021,26.6,33.2,29.5,82.0,-,9.7,5.0,20.0,2.0,SE,2.0
2409,jak-ut,20-04-2022,26.8,32.8,29.3,78.0,0,7.3,7.0,270.0,3.0,W ,20.0
2410,jak-ut,20-04-2023,27.4,33,29.6,76,8888,8.1,5,40,1,C ,10.0
2411,jak-ut,20-04-2024,27.5,34.0,30.2,79.0,0,4.5,5.0,60.0,3.0,E ,56.0
2412,jak-ut,20-05-2021,27.3,33.0,29.7,83.0,-,6.3,5.0,70.0,3.0,NE,7.0
2413,jak-ut,20-05-2022,25.9,32.1,28.7,82.0,0,2.9,3.0,50.0,2.0,C ,22.0
2414,jak-ut,20-05-2023,26.8,32.6,29.6,78.0,0,5.3,6.0,40.0,2.0,E ,5.0
2415,jak-ut,20-05-2024,27.6,35.4,30.9,71.0,0,9.1,5.0,70.0,2.0,E ,37.0
2416,jak-ut,20-06-2021,24.2,30.8,27.2,82.0,53,0,5.0,10.0,2.0,C ,3.0
2417,jak-ut,20-06-2022,25.6,32.1,28.9,81.0,0,7.2,5.0,50.0,1.0,C ,15.0
2418,jak-ut,20-06-2023,25.4,32.8,28.7,81.0,17.3,2.9,5.0,90.0,3.0,SE,17.0
2419,jak-ut,20-06-2024,26,34.4,30,70.0,0,8.6,5.0,80.0,3.0,SE,13.0
2420,jak-ut,20-07-2021,26.8,31.8,28.7,78.0,0,1.5,6.0,60.0,2.0,NE,0.0
2421,jak-ut,20-07-2022,26.8,32.9,29.2,80,-,8.9,5.0,100.0,2.0,E ,17.0
2422,jak-ut,20-07-2023,25.8,32.0,28.4,67.0,0,10.1,4.0,60.0,1.0,C ,3.0
2423,jak-ut,20-07-2024,25.6,33.4,28.4,74,0,8,5.0,40.0,2.0,C,5.0
2424,jak-ut,20-08-2021,26.2,32.1,28.6,72.0,8888,6.2,4.0,40.0,2.0,NE,0.0
2425,jak-ut,20-08-2022,27.1,34.0,29.9,72.0,0,8.6,8.0,80.0,3.0,E ,14.0
2426,jak-ut,20-08-2023,26.5,34.2,29.3,74.0,-,8.6,5.0,30.0,3.0,E ,5.0
2427,jak-ut,20-08-2024,26.4,32.6,29.0,77.0,0.0,8.0,5.0,40.0,2.0,SE,15.0
2428,jak-ut,20-09-2021,26.6,32.1,28.8,71.0,8888,9.0,4.0,40.0,2.0,NE,2.0
